,Boat Type,Length,Width,Views,Price_USD,Country,City,t3,Age
3552,Motor Yacht,18.52,4.85,83,1474400.125,Netherlands , onbekend,new,7
3559,Flybridge,16.9,4.9,181,1451250.0,Croatia (Hrvatska) , Ubstadt-Weiherr ,new,4
3565,Motor Yacht,18.7,5.0,69,1435125.0,United Arab Emirates , Dubai & VAE,new,4
3574,Sport Boat,18.4,4.6,431,1381375.0,Switzerland , Lake Constance ,new,4
3578,Motor Yacht,18.7,5.0,50,1370625.0,United Arab Emirates , Dubai & VAE,new,5
3581,Flybridge,17.2,4.85,71,1325438.45,Netherlands , onbekend,new,6
3585,Trawler,17.0,4.95,96,1294246.25,Netherlands , In verkoophaven,new,4
3592,Catamaran,16.0,7.0,311,1290000.0,Russian Federation , Moaskau,new,3
3600,Motor Yacht,18.52,4.85,110,1273434.25,Netherlands , onbekend,new,7
3603,Motor Yacht,19.98,5.54,90,1263125.0,Germany , Dubai & VAE,new,6
3621,Motor Yacht,17.2,4.85,98,1177662.5,Netherlands , onbekend,new,7
3624,Flybridge,16.2,4.4,157,1177039.0,France ," MANDELIEU LA NAPOULE, France",new,4
3633,Motor Yacht,15.82,4.67,143,1166160.0,France , C´te d'Azur,new,4
3639,Flybridge,16.5,4.7,78,1145950.0,Italy , Toscana ,new,4
3640,Flybridge,15.82,4.67,149,1138742.125,Netherlands , onbekend,new,6
3643,Sport Boat,15.82,4.67,193,1132620.0,Austria ," Linz, San Girorgio di Nogaro",new,4
3676,Hardtop,16.3,4.73,79,1048125.0,Italy , Toscana ,new,4
3682,Motor Yacht,19.53,6.12,45,1013512.4999999999,Denmark , Frankrig,new,17
3738,Flybridge,15.19,4.5,73,999937.5,United Kingdom ," Delivery UK or Med, Delivery UK or Med",new,7
3740,Sport Boat,13.91,3.9,372,927407.875,Switzerland , Lake Constance ,new,4
3775,Motor Yacht,14.8,3.8,90,860000.0,Italy , La Spezia,new,5
3806,Motor Yacht,14.98,5.0,54,817430.0,United Arab Emirates , Dubai & VAE,new,4
3877,Flybridge,15.6,4.61,350,721490.5499999999,Switzerland , Lake Constance ,new,4
3884,Trawler,13.8,4.37,109,711510.25,Netherlands , onbekend,new,4
3887,Sport Boat,11.72,3.33,370,781983.559,Switzerland , Vierwaldst¤ttersee ,new,4
3892,Motor Yacht,22.0,5.6,41,697125.0,Denmark , Frankrig,new,24
3909,Motor Yacht,12.0,3.5,88,691380.875,Finland , Ostsee ,new,4
3947,Flybridge,13.06,4.1,63,643925.0,Germany , Bnningstedt,new,4
3972,Flybridge,13.06,4.1,62,632027.975,Germany , Bnningstedt,new,4
3973,Flybridge,17.8,5.14,192,629950.0,Germany , Deutschland,new,3
3981,Flybridge,14.5,4.39,51,623500.0,Italy , Toscana ,new,4
3987,Flybridge,13.06,4.1,115,623392.5,Germany , Bayern ,new,4
3994,Flybridge,13.06,4.1,83,611675.0,Germany , Berlin ,new,5
3997,Hardtop,15.7,4.28,136,607375.0,Italy , Toscana ,new,4
4009,Flybridge,13.55,4.2,132,601184.075,Germany , Nordsee ,new,4
4037,Hardtop,13.2,4.0,113,580760.15,Spain ," Mah³n, Espagne",new,4
4063,Hardtop,14.78,4.2,33,555775.0,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",new,5
4081,Flybridge,12.5,3.94,159,536425.0,Spain , Mallorca ,new,4
4113,Motor Yacht,19.81,5.1,60,520162.49999999994,Denmark , Frankrig,new,21
4135,Deck Boat,15.37,4.57,74,546882.5,United Kingdom ," Southampton, Southampton",new,5
4159,Trawler,13.88,4.25,34,497037.0,France ," Lorient, France",new,4
4167,Sport Boat,1.7,3.64,191,494500.0,Switzerland , Lake Constance ,new,4
4195,Motor Yacht,13.9,3.98,45,482675.0,Germany , Ostsee ,new,6
4196,Hardtop,13.5,3.99,160,482675.0,Italy , Toscana ,new,4
4238,Motor Yacht,13.6,4.21,68,453581.69999999995,Denmark , Ab v¦rft,new,4
4239,Hardtop,13.46,3.9,367,457208.25,Germany , Lake Constance ,new,5
4242,Sport Boat,13.7,3.64,192,456875.0,Switzerland , Lake Constance ,new,4
4245,Motor Yacht,12.65,3.99,145,449720.69999999995,Denmark , Ab v¦rft,new,4
4247,Cabin Boat,12.64,3.99,323,500583.51,Switzerland , Lake Geneva ,new,4
4263,Hardtop,11.99,3.45,459,448723.27499999997,Switzerland , Vierwaldst¤ttersee ,new,4
4267,Flybridge,13.2,3.9,115,435375.0,Italy , Toscana ,new,4
4269,Motor Yacht,11.96,3.75,48,428856.99999999994,Denmark , Showroom Toldbodgade 94 Randers,new,4
4271,Hardtop,16.36,4.47,69,427927.49999999994,Denmark , Frankrig,new,16
4304,Sport Boat,8.85,2.78,402,472570.0,Switzerland , Lake of Zurich ,new,5
4307,Motor Yacht,13.42,3.99,64,427312.5,Netherlands , In verkoophaven,new,7
4333,Motor Yacht,11.4,3.5,139,418175.0,Germany , Lake Constance ,new,4
4338,Hardtop,11.47,3.59,46,418175.0,France ," CANET EN ROUSSILLON, CANET EN ROUSSILLON",new,4
4348,Flybridge,13.18,4.11,69,412912.49999999994,Denmark , Frankrig,new,13
4350,Catamaran,11.0,5.0,277,417100.0,Switzerland , Lago Maggiore ,new,7
4351,Trawler,11.0,3.96,108,416025.0,Belgium ," Nieuport, Belgique",new,5
4353,Hardtop,11.55,3.5,77,415132.75,Austria , Ubstadt-Weiherr ,new,4
4354,Hardtop,11.49,3.49,368,414283.5,Switzerland , Stansstad,new,4
4370,Motor Yacht,11.93,3.57,65,407425.0,Germany , Bnningstedt,new,4
4372,Motor Yacht,11.7,3.53,73,407004.675,Netherlands , onbekend,new,5
4381,Flybridge,11.43,3.84,110,403125.0,Germany , Berlin ,new,5
4395,Pilothouse,11.47,3.59,121,397642.5,Germany , Bayern ,new,4
4397,Hardtop,11.99,4.25,88,393205.38399999996,Denmark , ab v¦rft,new,4
4401,Motor Yacht,11.0,3.9,111,396675.0,Spain , Baleares ,new,4
4407,Hardtop,11.48,3.63,39,419425.0,United Kingdom ," Swanwick, Swanwick",new,4
4418,Hardtop,11.04,3.5,161,391912.75,Switzerland , Vierwaldst¤ttersee ,new,3
4429,Sport Boat,9.48,2.94,327,424214.0,Switzerland , Lago Maggiore ,new,5
4438,Hardtop,12.0,4.0,171,381625.0,Switzerland , Lake Constance ,new,4
4440,Sport Boat,9.75,2.97,226,420736.76399999997,Switzerland , Vierwaldst¤ttersee ,new,4
4441,Sport Boat,9.4,3.2,107,377566.875,Finland , Ostsee ,new,4
4459,Classic,18.3,4.9,80,375712.5,Netherlands , In verkoophaven,new,17
4469,Sport Boat,7.9,2.5,248,375175.0,Germany , Konstanz,new,5
4481,Center console boat,10.89,3.02,46,375175.0,Italy , Liguria ,new,5
4495,Motor Yacht,10.4,3.5,45,365500.0,Germany , Russland,new,5
4498,Hardtop,11.47,3.59,79,365457.0,France ," LA GRANDE MOTTE, France",new,4
4515,Hardtop,13.29,3.99,79,363439.225,Germany , Allert marin - Ausstellung,new,5
4554,Motor Yacht,11.96,3.75,76,343085.6,Denmark , Showroom Toldbodgade 94 Randers,new,4
4556,Hardtop,11.46,3.58,23,364766.25,United Kingdom ," Burton Waters, Burton Waters",new,4
4573,Motor Yacht,10.9,3.5,571,379155.0,Switzerland , Lake Constance ,new,4
4592,Trawler,10.0,3.8,138,338431.5,Spain ," Ma³-Mah³n, Espagne",new,5
4595,Motor Yacht,10.31,3.5,220,334649.64999999997,Switzerland , Vierwaldst¤ttersee ,new,3
4614,Motor Yacht,11.47,3.59,40,324417.8,Germany , Bnningstedt,new,4
4616,Motor Yacht,11.7,3.53,94,324394.14999999997,Netherlands , onbekend,new,5
4628,House Boat,15.0,5.6,109,322392.5,Netherlands , Nieuwbouw,new,4
4629,Hardtop,11.62,3.62,62,322392.5,Germany , Berlin ,new,5
4652,House Boat,12.93,3.76,82,320350.0,Netherlands , onbekend,new,17
4655,Flybridge,12.75,4.26,94,319658.77499999997,Poland , ab Werk,new,4
4656,Hardtop,9.99,3.3,418,319398.625,Switzerland , Stansstad,new,4
4684,Hardtop,10.31,3.5,128,313362.5,Germany , Baden-W¼rttemberg ,new,4
4685,Motor Yacht,11.29,3.96,95,313362.5,Germany , Baden-W¼rttemberg ,new,4
4687,Hardtop,10.9,3.35,248,312986.25,Germany , Lake Constance ,new,4
4690,Hardtop,9.46,3.22,230,344976.1,Switzerland , Goldach,new,4
4706,Motor Yacht,13.29,3.99,203,307864.69999999995,Denmark , Ab v¦rft,new,4
4707,Hardtop,10.56,3.32,249,343479.262,Switzerland , Vierwaldst¤ttersee ,new,4
4717,Sport Boat,9.0,2.6,111,310675.0,Germany , Kressbronn - Gohren,new,5
4720,Motor Yacht,10.5,3.32,53,310137.5,Germany , Bnningstedt,new,4
4724,Wakeboard/Wakesurf,7.65,2.59,145,308310.0,Germany , Rheinland-Pfalz ,new,4
4725,Motor Yacht,13.69,4.11,45,304590.0,Denmark , Frankrig,new,10
4726,Pilothouse,10.7,3.1,370,306858.75,Switzerland , Lake Constance ,new,4
4735,Motor Yacht,14.34,4.01,62,300300.0,Denmark , Frankrig,new,18
4761,Motor Yacht,10.53,3.32,106,300892.5,Germany , Bayern ,new,4
4765,Hardtop,10.56,3.27,31,299925.0,France ," BORMES LES MIMOSAS, France",new,4
4770,Pilothouse,9.8,3.19,309,299698.175,Switzerland , Lake Constance ,new,4
4771,Hardtop,9.63,3.32,97,299028.45,Spain , Port Ginesta,new,4
4772,Motor Yacht,10.25,3.5,227,298850.0,Italy , noch in Produktion,new,4
4776,Motor Yacht,10.7,3.4,75,329590.1,Switzerland , 3421 Lyssach,new,7
4779,Hardtop,10.98,3.8,32,297345.0,Italy , Campania ,new,5
4780,Hardtop,10.03,3.23,132,296915.0,Germany , Baden-W¼rttemberg ,new,4
4782,Hardtop,9.46,3.24,252,296103.375,Switzerland , Vierwaldst¤ttersee ,new,4
4788,Flybridge,11.37,3.8,44,295625.0,France ," La Seyne-sur-Mer, France",new,5
4797,Motor Yacht,10.5,3.32,132,295517.5,Germany , Bayern ,new,5
4801,Cabin Boat,11.4,3.5,178,294550.0,Switzerland , Lake Geneva ,new,4
4805,Cabin Boat,10.7,3.1,220,292400.0,Switzerland , Lake Constance ,new,4
4807,Bowrider,8.13,2.59,183,322556.5,Switzerland , Lago Maggiore ,new,4
4838,"Classic,Runabout",11.0,2.99,285,316512.0,Switzerland , Lago Maggiore ,new,6
4839,Motor Yacht,11.47,3.62,45,285656.52499999997,Germany , Bnningstedt,new,4
4841,Sport Boat,10.36,2.55,156,284875.0,Switzerland , Lake Constance ,new,3
4878,House Boat,15.0,5.6,76,279392.5,Netherlands , Nieuwbouw,new,4
4890,Sport Boat,8.85,2.62,286,305319.784,Switzerland , Stansstad,new,5
4892,Hardtop,11.7,3.75,58,275200.0,Italy , Toscana ,new,4
4895,Motor Yacht,11.95,3.6,41,275038.75,Turkey , T¼rkei,new,6
4906,Hardtop,10.44,3.32,75,274017.5,Germany , Berlin ,new,5
4909,Hardtop,13.29,3.99,129,270255.69999999995,Denmark , Ab v¦rft,new,4
4911,Hardtop,9.9,3.4,75,272372.75,Spain , Port Ginesta,new,4
4913,Trawler,11.29,3.96,54,271760.0,France ," 29200 BREST, France",new,4
4936,Motor Yacht,10.0,2.78,164,268642.5,Spain , Ibiza,new,5
4938,Motor Yacht,10.31,3.5,106,268579.075,Germany , Nordsee ,new,4
4950,Hardtop,10.45,3.37,32,267675.0,France ," Mandelieu la Napoule, France",new,4
4956,Hardtop,9.95,3.35,71,267675.0,France ," PORT LEUCATE, France",new,4
4958,Cabin Boat,9.97,3.0,173,267460.0,Germany , Lake Constance ,new,4
4959,"Classic,Runabout",7.57,2.25,191,267352.5,Switzerland , Lake Constance ,new,3
4964,Trawler,9.99,3.53,125,266600.0,Belgium ," Nieuport, Belgique",new,6
4965,Sport Boat,11.37,3.54,104,266406.5,Switzerland , Gottlieben ,new,4
4978,Flybridge,12.0,4.2,161,261870.0,Italy , Lake Garda ,new,6
4979,Motor Yacht,10.52,3.2,41,261225.0,Germany , Bnningstedt,new,4
4980,Motor Yacht,9.58,3.53,68,260956.25,Germany , Mannheim ,new,5
4983,Deck Boat,11.94,3.5,138,260150.0,Italy , Toscana ,new,4
4985,Pilothouse,9.0,2.0,100,257256.99999999997,Denmark , Svendborg,new,4
4986,Bowrider,9.16,2.87,164,286629.091,Switzerland , Stansstad,new,5
4994,Motor Yacht,10.5,3.32,88,258024.72499999998,Germany , Bnningstedt,new,4
5012,Pilothouse,10.5,3.35,54,256925.0,France ," BORMES LES MIMOSAS, France",new,4
5014,Hardtop,9.95,3.32,26,256925.0,France ," LA GRANDE MOTTE, France",new,4
5024,Flybridge,10.45,3.37,119,256817.5,Germany , Bnningstedt,new,4
5025,Hardtop,9.6,2.94,319,256237.0,Switzerland , Vierwaldst¤ttersee ,new,3
5027,House Boat,19.95,4.85,118,255850.0,Netherlands , nieuwbouw,new,4
5030,Pilothouse,12.0,3.97,87,252625.0,Poland , Malbork,new,8
5033,Motor Yacht,10.8,3.59,193,252625.0,Germany , Baden-W¼rttemberg ,new,5
5034,Motor Yacht,11.0,3.75,55,252625.0,Turkey , Istanbul,new,5
5038,Motor Yacht,10.45,3.37,342,252625.0,Switzerland , Neuenburgersee ,new,4
5053,Motor Yacht,9.99,3.49,72,248159.626,Denmark , ab v¦rft,new,4
5059,Sport Boat,8.24,2.6,245,273651.0,Switzerland , Lago Maggiore ,new,5
5081,Bowrider,8.67,2.49,620,246148.125,Switzerland , Lake Constance ,new,5
5085,Pilothouse,11.5,3.0,290,270354.0,Switzerland , Bielersee ,new,7
5088,Hardtop,11.66,3.59,180,240654.69999999998,Denmark , Abv¦rft,new,4
5093,Sport Boat,6.8,2.07,44,241875.0,Austria , Linz,new,7
5104,Motor Yacht,11.2,3.6,71,239863.675,Germany , Nordrhein-Westfalen ,new,5
5107,Motor Yacht,11.7,3.75,50,237022.49999999997,Denmark , Frankrig,new,13
5109,Hardtop,10.03,3.07,46,252240.0,United Kingdom ," Swanwick, Swanwick",new,4
5111,Cabin Boat,9.3,2.2,280,261616.94999999998,Switzerland , Lake of Zurich ,new,5
5134,Hardtop,11.4,3.45,132,235425.0,Italy , Toscana ,new,4
5141,Sport Boat,9.95,3.35,56,235425.0,France ," PORT LEUCATE, France",new,4
5143,Pilothouse,11.0,3.5,195,235425.0,Germany , Baden-W¼rttemberg ,new,4
5163,Pilothouse,9.94,3.37,106,231125.0,Italy , Liguria ,new,4
5173,Motor Yacht,9.95,3.32,43,231017.5,France ," MARTIGUES, France",new,4
5181,Motor Yacht,9.95,3.35,87,229942.5,Germany , Flensburg,new,4
5207,Cabin Boat,9.15,3.1,180,225750.0,Germany , Kressbronn,new,4
5211,Cabin Boat,10.45,3.37,121,225642.5,Germany , Bayern ,new,4
5221,Sport Boat,10.61,3.35,119,220375.0,Spain ," Barcelona, Espagne",new,4
5223,Flybridge,11.65,3.99,203,220267.5,Italy , Moniga del Garda (BS),new,6
5225,Sport Boat,9.23,2.98,65,219192.5,Germany , 2,new,4
5226,Hardtop,10.0,3.0,62,218688.32499999998,Spain , Alicante (Alacant),new,4
5230,Motor Yacht,9.84,2.97,135,215554.69999999998,Switzerland , Lake Constance ,new,4
5235,House Boat,11.99,7.55,140,215000.0,Netherlands , Nieuwbouw,new,4
5250,Center console boat,10.2,3.4,207,214892.5,Switzerland , Lake Geneva ,new,4
5265,Sport Boat,9.35,2.95,73,213925.0,Germany , Info Nautic Yachting,new,5
5295,Sport Boat,9.63,3.35,69,213777.72499999998,Spain , Hospitalet del Infante,new,5
5296,House Boat,12.0,4.44,51,213387.5,Netherlands , Op afspraak | on appointment | auf Termin,new,4
5297,Cabin Boat,9.97,3.0,206,213387.5,Switzerland , Lake Geneva ,new,4
5298,Sport Boat,9.95,3.03,161,213387.5,Switzerland , Lake Constance ,new,4
5302,Cabin Boat,9.35,2.95,206,212850.0,Switzerland , Lake Constance ,new,4
5334,Sport Boat,9.95,3.32,30,209625.0,France ," Antibes, Antibes",new,4
5340,Motor Yacht,9.02,3.15,126,209625.0,Finland , Finnland,new,4
5342,House Boat,13.2,4.4,65,209625.0,Poland , Nieuwbouw,new,4
5347,Hardtop,10.21,3.49,97,207012.75,France ," les sables d olonne, France",new,4
5348,Deck Boat,11.2,3.3,144,206400.0,Italy , Toscana ,new,4
5362,Motor Yacht,9.35,2.95,237,204250.0,Germany , Ausstellungshalle Traben-Trarbach,new,5
5366,Sport Boat,8.05,3.05,230,204250.0,Germany , Traben-Trabach,new,4
5367,Cabin Boat,8.05,3.05,199,204250.0,Germany , Traben-Trabach,new,4
5375,Sport Boat,10.57,3.21,56,204142.5,Germany , Bayern ,new,4
5397,Hardtop,8.5,3.05,141,224196.0,Switzerland , Vierwaldst¤ttersee ,new,4
5398,Cabin Boat,9.23,2.98,60,202637.5,Germany , Schwebheim / Schweinfurt,new,4
5403,Motor Yacht,11.65,3.99,117,201562.5,Italy , Moniga del Garda (BS),new,6
5419,Sport Boat,8.8,2.59,324,198456.82499999998,Switzerland , Lake Constance ,new,4
5420,Sport Boat,9.85,2.98,474,219250.5,Switzerland , Lake of Zurich ,new,4
5421,Pilothouse,9.15,2.75,181,218535.051,Switzerland , Vierwaldst¤ttersee ,new,5
5422,Sport Boat,9.88,2.95,100,197047.5,Germany , Gummersbach,new,5
5424,Motor Yacht,13.8,4.05,128,193049.99999999997,Denmark , Tyskland,new,25
5427,Hardtop,9.42,3.18,45,206187.5,United Kingdom ," Swanwick, Swanwick",new,5
5429,Bowrider,8.23,2.59,371,214305.0,Switzerland , Gottlieben ,new,4
5443,House Boat,12.0,5.0,85,193285.0,Netherlands , Nieuwbouw,new,4
5451,Wakeboard/Wakesurf,7.7,2.59,66,192962.5,Germany , Rheinland-Pfalz ,new,4
5468,Sport Boat,10.5,3.2,42,192425.0,France ," BORMES LES MIMOSAS, BORMES LES MIMOSAS",new,4
5476,Center console boat,7.99,2.95,258,190371.75,Switzerland , Lake Geneva ,new,4
5478,Sport Boat,8.1,2.6,146,189861.125,Switzerland , Lake Constance ,new,3
5480,Flybridge,10.28,3.59,107,189092.5,Italy , Moniga del Garda (BS),new,6
5481,Sport Boat,8.67,2.51,214,189036.6,Switzerland , Lake Constance ,new,4
5484,Motor Yacht,10.7,3.4,131,208700.1,Switzerland , 3421 Lyssach,new,7
5510,Center console boat,7.99,2.95,81,187695.0,France ," Ajaccio, France",new,4
5518,Sport Boat,8.25,3.05,160,206590.02,Switzerland , Vierwaldst¤ttersee ,new,4
5519,Hardtop,10.45,3.37,59,186577.0,France ," LA GRANDE MOTTE, France",new,4
5521,Hardtop,10.4,2.99,284,186319.0,Germany , Lake Constance ,new,4
5523,Cabin Boat,8.78,2.6,325,205310.78399999999,Switzerland , Lake of Zurich ,new,3
5524,Motor Yacht,9.35,2.95,145,185652.5,Netherlands , Lelystad,new,5
5544,House Boat,10.5,3.8,54,182642.5,Netherlands , Nieuwbouw,new,4
5568,Pilothouse,8.18,3.02,82,191372.5,United Kingdom ," Swanwick, Swanwick",new,4
5569,Motor Yacht,10.94,3.31,148,178163.69999999998,Denmark , Ab v¦rft,new,4
5574,Motor Yacht,11.2,3.3,134,178450.0,Italy , Toscana ,new,4
5576,Center console boat,10.2,3.4,115,178342.5,Switzerland , Lake Geneva ,new,4
5577,House Boat,11.98,5.0,75,178235.0,Netherlands , Nieuwbouw,new,4
5600,Motor Yacht,11.16,3.49,173,177149.25,Germany , Gersthofen - Augsburg,new,3
5601,Deck Boat,9.98,3.35,130,177106.25,Germany , Baden-W¼rttemberg ,new,4
5604,Hardtop,9.22,3.0,39,187437.5,United Kingdom ," Lincoln, Lincoln",new,4
5608,Pilothouse,9.14,3.02,78,185817.5,United Kingdom ," Swanwick, Royaume Uni",new,4
5611,Motor Yacht,11.16,3.49,136,175214.25,Austria , Wiener Neustadt,new,4
5614,Sport Boat,8.0,2.54,69,173882.32499999998,France ," MANDELIEU LA NAPOULE, France",new,4
5616,Sport Boat,8.46,2.55,190,173075.0,Switzerland , Lake Constance ,new,6
5619,Cabin Boat,8.9,2.84,162,172193.5,Germany , Baden-W¼rttemberg ,new,5
5634,Cabin Boat,8.9,2.99,88,171892.5,Germany , Bayern ,new,4
5635,Cabin Boat,10.45,3.37,169,171892.5,Germany , Bayern ,new,4
5643,Sport Boat,9.31,2.99,1710,171310.925,Switzerland , Lake Constance ,new,4
5644,Pilothouse,9.9,3.4,86,170990.57499999998,Portugal ," Portim£o, Portugal",new,4
5656,Sport Boat,8.9,2.84,133,170912.1,France ," Frejus, France",new,5
5659,Sport Boat,8.1,2.56,254,170226.25,Germany , Baden-W¼rttemberg ,new,4
5666,Sport Boat,7.47,2.5,358,169518.9,Switzerland , Lake Constance ,new,4
5668,Sport Boat,9.98,3.23,30,179230.0,United Kingdom ," Lincoln, Lincoln",new,4
5671,House Boat,11.0,4.4,225,167700.0,Poland , Gizycko Masurian Lakes,new,4
5674,Sport Boat,7.88,2.46,301,184896.859,Switzerland , Vierwaldst¤ttersee ,new,5
5675,Sport Boat,7.88,2.46,148,184896.859,Switzerland , Bielersee ,new,5
5676,Sport Boat,7.88,2.46,246,184632.0,Switzerland , Lago Maggiore ,new,5
5679,House Boat,15.0,4.5,181,166625.0,Netherlands , Nieuwbouw,new,4
5690,Sport Boat,7.85,2.49,306,166242.3,Austria , Linz Schauraum TopYacht,new,5
5693,Motor Yacht,11.08,3.4,104,165972.475,France , France,new,4
5694,Sport Boat,8.6,2.7,89,165711.25,France ," MANDELIEU LA NAPOULE, France",new,4
5697,Hardtop,9.19,3.1,277,165550.0,Switzerland , Lake Constance ,new,4
5703,Sport Boat,8.8,2.85,132,165163.0,Croatia (Hrvatska) , Trogir ,new,4
5705,Hardtop,9.14,2.74,57,174937.5,United Kingdom ," Lincoln, Lincoln",new,7
5707,House Boat,14.6,4.35,92,164313.75,Netherlands , onbekend,new,4
5709,Sport Boat,7.85,2.49,433,163684.875,Switzerland , Luganersee ,new,4
5710,Motor Yacht,8.5,2.99,120,163615.0,Germany , Rhein ,new,4
5711,Pilothouse,9.2,2.95,268,163437.625,Switzerland , Lake Geneva ,new,4
5716,Sport Boat,7.9,2.59,71,162862.5,Austria , Linz,new,4
5742,Pilothouse,9.0,2.99,68,161250.0,France ," Lorient, France",new,4
5752,Flybridge,11.4,3.5,431,160294.32499999998,Poland , Werft,new,5
5753,Sport Boat,10.57,3.21,76,160250.25,France ," LA ROCHELLE, LA ROCHELLE",new,4
5781,Wakeboard/Wakesurf,7.24,2.59,53,159637.5,Germany , Rheinland-Pfalz ,new,4
5801,Pilothouse,8.4,3.0,89,158562.5,Germany , Schleswig-Holstein ,new,4
5802,Sport Boat,9.95,3.35,65,158261.5,Spain ," Ma³-Mah³n, Espagne",new,5
5808,Sport Boat,8.3,2.59,145,157702.5,Austria , Linz,new,4
5811,Sport Boat,7.9,2.5,79,156897.32499999998,France ," MANDELIEU LA NAPOULE, France",new,4
5836,Motor Yacht,9.31,2.99,131,155767.5,Germany , Baden-W¼rttemberg ,new,5
5837,Motor Yacht,9.31,2.99,132,155767.5,Germany , Lake Constance ,new,5
5838,Pilothouse,8.9,2.99,67,155767.5,Germany , Bnningstedt,new,4
5839,Cabin Boat,7.9,2.5,194,155567.55,Germany , Lake Constance ,new,4
5841,Cabin Boat,8.1,2.56,94,154692.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,3
5843,Hardtop,9.23,3.0,87,152312.44999999998,France ," LES ISSAMBRES, France",new,4
5844,Hardtop,10.06,3.31,161,152112.5,Italy , Lake Garda ,new,6
5845,Center console boat,8.6,2.98,89,151921.15,France ," Propriano, France",new,4
5846,Sport Boat,8.0,2.0,86,150007.0,Denmark , Svendborg,new,4
5847,Bowrider,7.41,2.54,46,151080.5,France ," Les Issambres, France",new,4
5848,House Boat,13.4,4.35,70,150989.125,Netherlands , onbekend,new,4
5857,Center console boat,7.6,3.5,83,150500.0,Italy , Marche - Umbria ,new,6
5867,Sport Boat,9.3,3.64,55,150500.0,Italy , Campania ,new,4
5882,Deck Boat,8.5,3.04,36,149425.0,Germany , Berlin ,new,7
5904,Sport Boat,9.02,3.12,529,148887.5,Switzerland , Gottlieben ,new,4
5921,Sport Boat,7.7,2.54,54,147167.5,Germany , Schwebheim / Schweinfurt,new,4
5922,Sport Boat,7.89,2.59,110,146802.0,Germany , Baden-W¼rttemberg ,new,4
5923,Cabin Boat,7.4,2.6,142,161844.235,Switzerland , Lake of Zurich ,new,3
5925,Motor Yacht,8.4,2.5,200,160344.1,Switzerland , Bielersee ,new,7
5926,Bowrider,8.0,2.5,134,145390.525,Germany , Lake Constance ,new,3
5930,Trawler,14.95,3.9,99,145125.0,Netherlands , onbekend,new,13
5938,Sport Boat,9.4,2.95,131,145125.0,Switzerland , Lago Maggiore ,new,4
5942,Center console boat,8.15,2.6,216,145125.0,Sweden , In Produktion ,new,4
5945,Pilothouse,9.12,2.99,54,145125.0,France ," ARZON, France",new,4
5959,Cabin Boat,8.28,2.55,140,145017.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,3
5962,House Boat,11.98,5.0,43,144587.5,Netherlands , Nieuwbouw,new,4
5963,Sport Boat,9.98,3.32,56,144520.85,France , France,new,4
5965,Pilothouse,9.29,2.99,328,159355.0,Switzerland , Neuenburgersee ,new,5
5966,Motor Yacht,8.9,2.99,422,159355.0,Switzerland , Neuenburgersee ,new,3
5967,Motor Yacht,10.06,3.31,147,142867.5,Italy , Lake Garda ,new,6
5971,Sport Boat,8.18,2.49,341,141900.0,Switzerland , Lago Maggiore ,new,4
5972,Cabin Boat,8.91,2.89,59,141900.0,Germany , Niedersachsen ,new,4
5974,Sport Boat,7.0,2.0,29,140426.0,Denmark , Svendborg,new,4
5975,Deck Boat,9.12,3.02,98,149937.5,United Kingdom ," Swanwick, Swanwick",new,5
5978,Center console boat,8.6,2.98,36,140825.0,Germany , Bnningstedt,new,4
5983,Motor Yacht,8.8,2.8,187,153750.1,Switzerland , Bielersee ,new,7
5999,Pilothouse,8.26,2.95,46,139748.925,Spain ," Hospitalet del Infante, Espagne",new,4
6002,Bowrider,7.89,2.59,87,139459.75,Germany , Bayern ,new,5
6014,House Boat,8.5,3.8,86,138675.0,Netherlands , Nieuwbouw,new,4
6033,Motor Yacht,9.15,2.98,177,138647.05,Netherlands , onbekend,new,5
6047,Wakeboard/Wakesurf,7.4,2.5,193,151006.99599999998,Switzerland , Lake of Zurich ,new,3
6050,Sport Boat,8.5,2.94,40,136525.0,France ," La Seyne-sur-Mer, France",new,5
6059,Cabin Boat,7.89,2.54,191,134375.0,Germany , Bayern ,new,4
6066,Pilothouse,8.23,2.99,59,134375.0,France ," La Rochelle, France",new,5
6082,House Boat,12.0,4.3,49,134375.0,Netherlands ," In aanbouw, bezichtiging op afspraak.",new,4
6089,Cabin Boat,9.58,2.99,148,147958.37,Switzerland , Bouveret,new,4
6092,Hardtop,7.48,2.56,166,147815.5,Switzerland , Lake Constance ,new,4
6094,Center console boat,7.99,2.95,71,133730.0,Spain ," Ma³-Mah³n, Espagne",new,5
6095,Hardtop,7.97,2.56,229,147771.54,Switzerland , Vierwaldst¤ttersee ,new,5
6096,Sport Boat,7.59,2.5,110,147558.334,Switzerland , Luganersee ,new,4
6099,Water ski,6.67,2.49,81,133300.0,Germany , Rheinland-Pfalz ,new,4
6101,Sport Boat,8.42,2.64,185,132728.1,Switzerland , Vierwaldst¤ttersee ,new,3
6105,Sport Boat,7.6,2.5,109,131902.5,Italy , Lombardia - Trentino Alto Adige ,new,5
6106,Sport Boat,7.48,2.56,140,145617.5,Switzerland , Vierwaldst¤ttersee ,new,4
6107,Sport Boat,7.48,2.54,179,145606.51,Switzerland , Vierwaldst¤ttersee ,new,5
